ODD;Cible;Indicateur;Mots-cles
ODD10 : Reduce inequality within and among countries;Cible 10-01 : By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average;Indicateur 10-01-01 : Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population;income growth
ODD10 : Reduce inequality within and among countries;Cible 10-01 : By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average;Indicateur 10-01-01 : Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population;shared prosperity
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;survey data
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;non-food items
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;labor income
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;self-employment income
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;property income
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;internal consistency
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;headcount rate
ODD10 : Reduce inequality within and among countries;Cible 10-02 : By 2030, empower and promote the social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status;Indicateur 10-02-01 : Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities;national median
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;gini index
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;pre-fiscal income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;post-fiscal income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;disposable income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;consumable income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;old-age pension system
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;deferred income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;market income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;imputed income
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;private transfers
ODD10 : Reduce inequality within and among countries;Cible 10-04 : Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality;Indicateur 10-04-02 : Redistributive impact of fiscal policy;indirect taxes
ODD10 : Reduce inequality within and among countries;Cible 10-05 : Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations;Indicateur 10-05-01 : Financial Soundness s;nonperforming loans
ODD10 : Reduce inequality within and among countries;Cible 10-05 : Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations;Indicateur 10-05-01 : Financial Soundness s;risk-weighted assets
ODD10 : Reduce inequality within and among countries;Cible 10-05 : Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations;Indicateur 10-05-01 : Financial Soundness s;return on assets
ODD10 : Reduce inequality within and among countries;Cible 10-05 : Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations;Indicateur 10-05-01 : Financial Soundness s;liquid assets
ODD10 : Reduce inequality within and among countries;Cible 10-06 : Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions;Indicateur 10-06-01 : Proportion of members and voting rights of developing countries in international organizations;developing countries
ODD10 : Reduce inequality within and among countries;Cible 10-06 : Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions;Indicateur 10-06-01 : Proportion of members and voting rights of developing countries in international organizations;international organizations
ODD10 : Reduce inequality within and among countries;Cible 10-06 : Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions;Indicateur 10-06-01 : Proportion of members and voting rights of developing countries in international organizations;voting rights
ODD10 : Reduce inequality within and among countries;Cible 10-06 : Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions;Indicateur 10-06-01 : Proportion of members and voting rights of developing countries in international organizations;united nations
ODD10 : Reduce inequality within and among countries;Cible 10-07 : Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies;Indicateur 10-07-01 : Recruitment cost borne by employee as a proportion of monthly income earned in country of destination;migrant workers
ODD10 : Reduce inequality within and among countries;Cible 10-07 : Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies;Indicateur 10-07-01 : Recruitment cost borne by employee as a proportion of monthly income earned in country of destination;income earned
ODD10 : Reduce inequality within and among countries;Cible 10-07 : Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies;Indicateur 10-07-01 : Recruitment cost borne by employee as a proportion of monthly income earned in country of destination;country of destination
ODD10 : Reduce inequality within and among countries;Cible 10-07 : Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies;Indicateur 10-07-01 : Recruitment cost borne by employee as a proportion of monthly income earned in country of destination;monthly income
ODD10 : Reduce inequality within and among countries;Cible 10-07 : Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies;Indicateur 10-07-01 : Recruitment cost borne by employee as a proportion of monthly income earned in country of destination;social security contributions
