ODD;Cible;Indicateur;Mots-cles
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-01 : Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries;Indicateur 08-01-01 : Annual growth rate of real GDP per capita;per capita
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-01 : Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries;Indicateur 08-01-01 : Annual growth rate of real GDP per capita;growth rate
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-02 : Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors;Indicateur 08-02-01 : Annual growth rate of real GDP per employed person;real gdp
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;informal employment
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;formal employment
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;main job
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;secondary job
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;unincorporated enterprise
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-03 : Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services;Indicateur 08-03-01 : Proportion of informal employment in total employment, by sector and sex;market enterprise
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-04 : Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10‑Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead;Indicateur 08-04-01 : Material footprint, material footprint per capita, and material footprint per GDP;metallic minerals
ODD08 : Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all;Cible 08-04 : Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10‑Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead;Indicateur 08-04-02 : Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP;metallic minerals
