ODD;Cible;Indicateur;Mots-cles
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-01 : Total government revenue as a proportion of GDP, by source;social contributions
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-01 : Total government revenue as a proportion of GDP, by source;other revenue
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-01 : Total government revenue as a proportion of GDP, by source;property income
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-02 : Proportion of domestic budget funded by domestic taxes;ministry of finance
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-02 : Proportion of domestic budget funded by domestic taxes;international agreed definitions
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-01 : Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;Indicateur 17-01-02 : Proportion of domestic budget funded by domestic taxes;unit of measurement.
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;"Cible 17-02 : Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries";Indicateur 17-02-01 : Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI);development assistance committee
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-03 : Mobilize additional financial resources for developing countries from multiple sources;Indicateur 17-03-01 : Additional financial resources mobilized for developing countries from multiple sources;foreign direct investment
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-03 : Mobilize additional financial resources for developing countries from multiple sources;Indicateur 17-03-01 : Additional financial resources mobilized for developing countries from multiple sources;private grants
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-03 : Mobilize additional financial resources for developing countries from multiple sources;Indicateur 17-03-02 : Volume of remittances (in United States dollars) as a proportion of total GDP;personal remittances
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-03 : Mobilize additional financial resources for developing countries from multiple sources;Indicateur 17-03-02 : Volume of remittances (in United States dollars) as a proportion of total GDP;personal transfers
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-03 : Mobilize additional financial resources for developing countries from multiple sources;Indicateur 17-03-02 : Volume of remittances (in United States dollars) as a proportion of total GDP;compensation of employees.
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;investment promotion regimes
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;developing countries
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;least developed countries
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;outward investment
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;foreign direct investment
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;investment guarantees
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;financial support
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;fiscal support
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;information services
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;advisory services
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-05 : Adopt and implement investment promotion regimes for least developed countries;Indicateur 17-05-01 : Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;political risks.
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-08 : Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology;Indicateur 17-08-01 : Proportion of individuals using the Internet;last three months
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-09 : Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;Indicateur 17-09-01 : Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;gross disbursements
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-09 : Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;Indicateur 17-09-01 : Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;capacity building
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-09 : Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;Indicateur 17-09-01 : Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;national planning
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-10 : Promote a universal, rules-based, open, non‑discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda;Indicateur 17-10-01 : Worldwide weighted tariff-average;weighted average
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;developing countries
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;global exports
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;goods and services
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;harmonized system (hs)
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;international classification
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-11 : Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;Indicateur 17-11-01 : Developing countries’ and least developed countries’ share of global exports;merchandise trade
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-12 : Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access;Indicateur 17-12-01 : Weighted average tariffs faced by developing countries, least developed countries and small island developing States;tariff lines
