ODD;Cible;Indicateur;Mots-cles
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education;Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex;participation rate
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education;Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex;organized learning
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education;Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex;early childhood
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education;Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex;primary education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;ict skills
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;computer-related activities
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;skill areas
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;last three months
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;online courses
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;goods or services
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;security measures
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship;Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill;privacy settings
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;pedagogical purposes
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;pedagogical use
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;desktop computer
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;laptop computer
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;adapted infrastructure
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;learning materials
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;assistive products
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;accessible learning materials
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;basic drinking water
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;basic sanitation facilities
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0A : Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all;Indicateur 04-0A-01 : Proportion of schools offering basic services, by type of service;handwashing facilities
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all;Cible 04-0B : By 2020, substantially expand globally the number of scholarships available to developing countries, in particular least developed countries, small island developing States and African countries, for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes, in developed countries and other developing countries;Indicateur 04-0B-01 : Volume of official development assistance flows for scholarships by sector and type of study;gross disbursements
